Restaurant Name,Location,Rating,Votes,Cost for Two,Online Order,Book Table,Restaurant Type,Service Type,Chain Name
Burns-Smith,Indiranagar,4.2,108116,1326,Yes,Yes,Quick Bites,Delivery,TBC Sky Lounge
Sparks Ltd,MG Road,3.1,15856,5261,No,No,Casual Dining,Delivery,Empire
Liu-Rollins,MG Road,2.9,4394,4536,No,No,Casual Dining,Desserts,The Fatty Bao
Hill-Young,HSR,1.9,25258,4495,Yes,Yes,Quick Bites,Desserts,Empire
Alexander-Scott,Koramangala,4.4,70087,3451,Yes,No,Delivery,Buffet,Nagarjuna
Johnson-Mcconnell,JP Nagar,5.0,59217,2657,Yes,Yes,Casual Dining,Buffet,The Fatty Bao
Pierce LLC,Jayanagar,3.4,14720,5416,Yes,Yes,Casual Dining,Buffet,The Fatty Bao
Ramirez Ltd,BTM,3.5,25008,4526,Yes,Yes,Quick Bites,Desserts,Truffles
Evans-Neal,Koramangala,1.7,19499,5806,No,Yes,Quick Bites,Cafes,Toit
Harris Inc,JP Nagar,3.6,104420,830,No,Yes,Dessert Parlor,Dine-out,Nagarjuna
"Fox, Wilson and Peck",Jayanagar,3.9,141715,2917,No,Yes,Casual Dining,Desserts,Brew and Barbeque
"Rodriguez, Rodriguez and Sullivan",Indiranagar,1.8,60865,822,No,No,Cafe,Delivery,Windmills Craftworks
Williams-Branch,Marathahalli,3.2,93283,4730,No,No,Quick Bites,Desserts,The Fatty Bao
Johnson Group,Whitefield,4.2,77441,2218,Yes,Yes,Cafe,Dine-out,The Fatty Bao
White-Cisneros,HSR,4.1,83025,3154,Yes,Yes,Casual Dining,Cafes,Truffles
Cummings-Hill,BTM,4.2,26809,1285,Yes,Yes,Delivery,Buffet,Empire
"Jones, Coleman and Wheeler",MG Road,3.3,27087,415,Yes,No,Dessert Parlor,Delivery,Nagarjuna
"Anderson, Young and Kennedy",Church Street,4.2,100997,301,No,No,Delivery,Delivery,Empire
"Santos, Bailey and Collins",JP Nagar,3.5,44465,5814,No,Yes,Quick Bites,Cafes,Windmills Craftworks
Allen-Brown,Koramangala,3.2,16595,1569,No,No,Delivery,Cafes,Truffles
Krause LLC,Whitefield,2.8,64652,5320,No,Yes,Delivery,Delivery,Biergarten
Price PLC,Koramangala,1.5,103738,2921,No,No,Delivery,Cafes,The Fatty Bao
Russell Ltd,Church Street,2.0,84070,5141,Yes,No,Cafe,Dine-out,The Fatty Bao
"Morgan, Kelly and Smith",BTM,2.5,128724,4917,Yes,No,Delivery,Cafes,The Fatty Bao
Johnson LLC,BTM,1.9,147820,1836,Yes,Yes,Delivery,Dine-out,Truffles
Nicholson-Strickland,Koramangala,4.4,18139,3551,No,Yes,Cafe,Dine-out,Windmills Craftworks
Green LLC,HSR,4.0,98835,805,No,No,Dessert Parlor,Buffet,Empire
Gutierrez Group,MG Road,4.7,109665,4653,Yes,No,Dessert Parlor,Desserts,The Black Pearl
"Thomas, Graham and Robertson",Whitefield,4.2,93073,1562,Yes,No,Cafe,Buffet,The Black Pearl
"Byrd, Young and Johnson",Indiranagar,1.8,58206,4383,Yes,No,Cafe,Buffet,Truffles
"Wright, Brooks and Foley",Church Street,3.9,39526,3025,Yes,No,Casual Dining,Cafes,The Fatty Bao
Martin LLC,Whitefield,1.9,37149,3053,No,No,Delivery,Dine-out,Empire
Pacheco and Sons,Marathahalli,2.7,25601,3789,No,No,Casual Dining,Cafes,Toit
Smith-Sexton,Whitefield,1.6,89945,5508,Yes,Yes,Quick Bites,Desserts,Biergarten
Silva-Miller,MG Road,2.1,146771,3692,No,Yes,Delivery,Dine-out,Biergarten
Good-Brooks,Jayanagar,2.9,51737,3882,No,No,Casual Dining,Dine-out,TBC Sky Lounge
Garza-Roberts,Koramangala,4.1,16410,4929,Yes,Yes,Cafe,Cafes,TBC Sky Lounge
Roberts PLC,Marathahalli,1.9,128325,4523,No,No,Dessert Parlor,Buffet,Nagarjuna
"Garrison, Diaz and Lane",Whitefield,2.7,120035,5257,Yes,No,Dessert Parlor,Desserts,The Black Pearl
"Mccarthy, Lewis and Whitaker",HSR,2.6,62550,2701,Yes,Yes,Cafe,Dine-out,Empire
"Walters, Miller and Stewart",Jayanagar,3.0,36151,4908,No,No,Quick Bites,Buffet,Empire
Gray-Garcia,HSR,3.4,128366,2566,Yes,Yes,Cafe,Buffet,Nagarjuna
Sandoval-Ramirez,Indiranagar,4.5,2522,4169,Yes,Yes,Delivery,Desserts,Empire
Powell-Cook,Marathahalli,2.9,128912,3604,No,No,Quick Bites,Delivery,Nagarjuna
"West, Clark and Molina",Indiranagar,4.3,57820,2592,Yes,No,Quick Bites,Desserts,Windmills Craftworks
Hess-Lynch,HSR,4.2,148291,4257,Yes,Yes,Cafe,Desserts,Brew and Barbeque
Guerra and Sons,MG Road,4.4,10917,3815,Yes,No,Casual Dining,Dine-out,Windmills Craftworks
Spence LLC,Indiranagar,3.1,91387,912,No,Yes,Quick Bites,Dine-out,Nagarjuna
Miles PLC,BTM,4.5,112251,1559,Yes,Yes,Quick Bites,Delivery,Nagarjuna
Gibson-Nelson,BTM,3.4,141244,1579,No,No,Cafe,Desserts,Windmills Craftworks
Rodriguez-Jones,MG Road,4.9,24972,1310,No,Yes,Cafe,Dine-out,Biergarten
Kelley LLC,JP Nagar,2.0,84445,2227,No,No,Quick Bites,Desserts,Windmills Craftworks
Riley Group,Jayanagar,2.8,19806,5390,Yes,No,Dessert Parlor,Cafes,Brew and Barbeque
"Hamilton, Munoz and Floyd",Marathahalli,4.8,85806,4967,Yes,Yes,Delivery,Cafes,The Black Pearl
"Blackwell, Lewis and Jones",MG Road,2.9,112638,1935,No,No,Cafe,Cafes,Brew and Barbeque
Roberts-Ramsey,MG Road,3.5,148420,4175,No,Yes,Casual Dining,Delivery,Truffles
Mckinney-Richardson,Indiranagar,1.9,41424,3815,No,Yes,Delivery,Dine-out,Biergarten
Smith-Green,Koramangala,2.1,71842,964,No,No,Casual Dining,Cafes,Biergarten
Lawrence Group,Indiranagar,2.9,80097,5929,Yes,No,Casual Dining,Delivery,Toit
"Rosales, Archer and Perez",JP Nagar,3.2,34796,5063,Yes,No,Casual Dining,Delivery,Brew and Barbeque
Wood-Cole,Whitefield,5.0,110717,5885,Yes,No,Casual Dining,Dine-out,The Fatty Bao
"Patel, Merritt and Andrews",Whitefield,4.1,26860,1045,No,No,Cafe,Dine-out,The Fatty Bao
Rodriguez Inc,HSR,3.7,37458,760,Yes,Yes,Delivery,Cafes,TBC Sky Lounge
"Garcia, Baker and Peterson",HSR,4.7,115978,1979,Yes,Yes,Quick Bites,Delivery,Nagarjuna
Howard Inc,Jayanagar,2.7,112571,2776,Yes,Yes,Cafe,Delivery,TBC Sky Lounge
Ford Inc,MG Road,3.6,74700,5856,Yes,No,Quick Bites,Desserts,Nagarjuna
Gross Ltd,MG Road,2.2,102705,2621,Yes,Yes,Delivery,Buffet,The Black Pearl
"Fleming, Robertson and Spence",JP Nagar,3.2,18625,4527,Yes,No,Cafe,Dine-out,The Fatty Bao
"Bowers, Rios and Lamb",Church Street,3.0,143234,5794,Yes,No,Casual Dining,Delivery,Nagarjuna
Johnson LLC,Whitefield,1.5,56565,526,Yes,No,Dessert Parlor,Cafes,Empire
"Spencer, Tran and Henry",Jayanagar,3.0,105464,875,Yes,No,Casual Dining,Cafes,The Black Pearl
Perez-Raymond,MG Road,4.7,40741,4594,No,No,Dessert Parlor,Delivery,Windmills Craftworks
Boone-Lee,Jayanagar,4.1,62567,674,Yes,Yes,Delivery,Delivery,Truffles
"Porter, Robinson and Turner",Church Street,3.6,81088,5656,Yes,Yes,Casual Dining,Dine-out,Toit
"Brooks, Roberts and Davis",HSR,3.2,90896,4484,No,Yes,Cafe,Dine-out,Windmills Craftworks
Cooper-Garcia,Whitefield,4.2,7705,2944,No,No,Dessert Parlor,Delivery,Windmills Craftworks
Joseph-Ramirez,Church Street,3.7,130072,3928,No,Yes,Delivery,Desserts,Biergarten
Villanueva Group,BTM,2.1,26985,4901,Yes,Yes,Dessert Parlor,Delivery,Toit
"Rodriguez, Little and Phillips",Indiranagar,2.4,123680,3181,No,Yes,Quick Bites,Delivery,Empire
Bowers-Jones,Jayanagar,2.3,65090,3609,No,No,Casual Dining,Desserts,Brew and Barbeque
"Jensen, Matthews and Luna",Whitefield,3.3,13817,1669,Yes,Yes,Delivery,Delivery,Truffles
Horn LLC,Koramangala,4.2,81457,2881,Yes,No,Casual Dining,Cafes,TBC Sky Lounge
Grant PLC,Koramangala,3.5,79678,5301,Yes,No,Cafe,Desserts,Truffles
Warner LLC,JP Nagar,4.1,143287,2208,Yes,Yes,Delivery,Delivery,TBC Sky Lounge
Holmes LLC,MG Road,2.7,2525,2944,Yes,No,Cafe,Delivery,TBC Sky Lounge
Bates Ltd,MG Road,4.9,110062,4230,Yes,Yes,Cafe,Delivery,Toit
Foster PLC,JP Nagar,4.6,136261,3583,No,No,Casual Dining,Desserts,The Black Pearl
Randolph-Smith,MG Road,2.0,103386,813,Yes,No,Quick Bites,Dine-out,Windmills Craftworks
Bradley-Wilson,Koramangala,4.5,103020,5940,No,No,Delivery,Cafes,TBC Sky Lounge
"King, Mann and Sanchez",Whitefield,4.8,35690,4989,Yes,Yes,Casual Dining,Dine-out,Truffles
Hunt-Patel,Marathahalli,2.6,31660,4590,No,Yes,Delivery,Cafes,Truffles
Morrow-Mcdonald,Koramangala,4.5,23713,1491,No,Yes,Quick Bites,Cafes,Biergarten
Yates Inc,Whitefield,4.0,93265,3446,Yes,No,Cafe,Dine-out,Toit
Gonzales Group,Jayanagar,4.5,145749,4706,Yes,Yes,Delivery,Delivery,Biergarten
White-Martin,Whitefield,1.5,58281,1270,Yes,No,Cafe,Delivery,Nagarjuna
Morgan-Hood,Church Street,2.4,19667,378,Yes,Yes,Delivery,Dine-out,The Black Pearl
"Gonzalez, Hicks and Perkins",BTM,1.9,120857,614,Yes,No,Delivery,Buffet,Toit
Espinoza-Kaiser,Jayanagar,3.9,45310,3099,Yes,Yes,Cafe,Cafes,Truffles
Smith LLC,HSR,1.6,64441,5502,No,No,Delivery,Desserts,Truffles
"Scott, Taylor and Scott",Indiranagar,1.8,100415,1324,No,Yes,Dessert Parlor,Dine-out,Empire
"Brady, Knapp and White",Indiranagar,5.0,94149,4129,No,No,Dessert Parlor,Desserts,Brew and Barbeque
"Rodriguez, Davis and Jensen",Jayanagar,2.4,6842,2812,Yes,Yes,Cafe,Delivery,Truffles
"Sandoval, Brennan and Fisher",MG Road,2.8,61027,1507,Yes,Yes,Quick Bites,Cafes,Empire
Kennedy PLC,Indiranagar,4.2,57527,4916,No,No,Quick Bites,Dine-out,TBC Sky Lounge
Stafford-Mccormick,Church Street,2.6,94062,5046,Yes,No,Dessert Parlor,Desserts,Biergarten
Myers and Sons,Church Street,4.8,129044,4641,No,Yes,Delivery,Delivery,The Black Pearl
Francis PLC,Indiranagar,2.3,57369,363,No,Yes,Cafe,Desserts,TBC Sky Lounge
Robertson PLC,HSR,2.7,46530,2850,Yes,Yes,Quick Bites,Desserts,Biergarten
"Velazquez, Wagner and Coffey",Whitefield,4.5,95663,794,No,No,Dessert Parlor,Delivery,Brew and Barbeque
Chen-Mendez,Koramangala,2.6,41298,3778,No,No,Quick Bites,Desserts,Nagarjuna
Bennett-Rodriguez,BTM,2.3,45977,3299,No,No,Quick Bites,Dine-out,Toit
Shaw-Christensen,Church Street,2.9,148772,465,Yes,No,Dessert Parlor,Dine-out,Nagarjuna
"Jones, Hamilton and Hart",Whitefield,4.8,36878,2912,Yes,Yes,Cafe,Cafes,Biergarten
"Hernandez, Wu and Cross",Whitefield,4.4,88024,3858,Yes,No,Quick Bites,Dine-out,The Black Pearl
"Perez, Fuller and Robinson",BTM,2.4,28330,210,Yes,No,Delivery,Buffet,Biergarten
Pope and Sons,Jayanagar,3.2,99287,3077,No,Yes,Delivery,Desserts,TBC Sky Lounge
Nash-Anderson,HSR,3.1,8768,2615,Yes,No,Cafe,Delivery,The Black Pearl
Mills-Wilson,BTM,2.1,98434,1518,Yes,Yes,Cafe,Desserts,Nagarjuna
Joyce-Bush,Marathahalli,4.0,113078,5554,Yes,No,Quick Bites,Delivery,The Black Pearl
Rhodes Ltd,BTM,2.2,49813,3552,No,No,Cafe,Dine-out,The Black Pearl
"Gibson, Wallace and Jackson",Indiranagar,2.9,144100,4221,Yes,Yes,Cafe,Delivery,The Fatty Bao
Garrett-Patrick,Whitefield,2.5,125925,1835,Yes,Yes,Quick Bites,Dine-out,Windmills Craftworks
Bell-Smith,Whitefield,3.2,30289,2726,No,No,Delivery,Cafes,The Black Pearl
"Simmons, Adams and Johnson",MG Road,2.9,97270,3324,No,Yes,Delivery,Delivery,Windmills Craftworks
"Salazar, French and Gray",Marathahalli,3.1,59318,2400,Yes,Yes,Casual Dining,Delivery,Brew and Barbeque
"Massey, Salinas and Brennan",MG Road,2.9,59651,4735,Yes,No,Dessert Parlor,Buffet,Empire
"Diaz, Odonnell and Barnes",Marathahalli,3.5,61782,4101,No,Yes,Delivery,Delivery,Empire
"Garza, Harris and Miller",Church Street,4.7,149821,5750,Yes,Yes,Delivery,Dine-out,Biergarten
Johnson Inc,JP Nagar,4.3,33088,549,No,Yes,Delivery,Dine-out,Biergarten
Owens-Olson,Church Street,2.4,17576,912,No,No,Dessert Parlor,Cafes,Windmills Craftworks
"Murphy, Barnett and Morris",MG Road,3.1,3251,5937,No,Yes,Delivery,Dine-out,Biergarten
Cox and Sons,Church Street,3.6,26277,1065,Yes,No,Dessert Parlor,Cafes,The Fatty Bao
Osborne-Fisher,Koramangala,2.8,127303,4886,No,Yes,Quick Bites,Cafes,The Fatty Bao
Taylor-Morgan,HSR,3.7,105318,517,No,No,Quick Bites,Delivery,Truffles
Montgomery LLC,Koramangala,4.6,5313,2967,No,No,Cafe,Buffet,The Black Pearl
Harris-Gordon,JP Nagar,2.0,116168,2828,No,No,Dessert Parlor,Delivery,TBC Sky Lounge
"Brooks, Bailey and Baird",Marathahalli,2.2,106747,4168,No,Yes,Dessert Parlor,Dine-out,The Black Pearl
Allen-Levy,Koramangala,4.0,105754,1311,Yes,Yes,Quick Bites,Dine-out,Toit
Cervantes LLC,JP Nagar,1.6,13263,3152,Yes,No,Cafe,Buffet,Empire
Garcia-Vaughn,Jayanagar,3.7,32482,5780,Yes,Yes,Cafe,Buffet,Nagarjuna
"Richards, Jimenez and Andersen",Marathahalli,2.1,124418,5007,No,No,Quick Bites,Cafes,The Black Pearl
"Richardson, Short and Wilson",Koramangala,1.6,13025,1534,Yes,Yes,Quick Bites,Dine-out,Windmills Craftworks
Bell-Berry,Jayanagar,3.3,2342,4083,Yes,Yes,Dessert Parlor,Delivery,TBC Sky Lounge
Burnett-Bullock,Koramangala,3.6,80084,5465,No,No,Delivery,Cafes,Truffles
Martin Group,Koramangala,2.3,79215,5747,No,Yes,Casual Dining,Desserts,Brew and Barbeque
"Shelton, Hoffman and Butler",MG Road,3.8,74112,2645,Yes,No,Casual Dining,Cafes,Windmills Craftworks
Newton Group,BTM,4.5,68468,5574,No,Yes,Quick Bites,Desserts,TBC Sky Lounge
West PLC,Indiranagar,4.3,105941,5611,No,Yes,Casual Dining,Buffet,Windmills Craftworks
Turner-Kim,Koramangala,4.7,106073,3380,Yes,Yes,Cafe,Dine-out,Empire
"Owens, Banks and Nash",Marathahalli,4.7,93987,4355,No,Yes,Dessert Parlor,Dine-out,Windmills Craftworks
"Thompson, Robinson and Simpson",Whitefield,3.1,67814,4779,Yes,No,Casual Dining,Dine-out,Brew and Barbeque
Hill-Strong,JP Nagar,4.1,80510,3644,No,No,Cafe,Desserts,Windmills Craftworks
"Valentine, Williams and Farrell",Marathahalli,4.5,123358,639,Yes,No,Quick Bites,Desserts,The Black Pearl
"Navarro, Harris and Martinez",Jayanagar,3.4,108303,642,Yes,Yes,Quick Bites,Cafes,The Fatty Bao
Baker Group,Church Street,4.6,119959,1373,No,Yes,Casual Dining,Buffet,Brew and Barbeque
Gill Ltd,HSR,2.6,15217,238,No,No,Quick Bites,Dine-out,Nagarjuna
Flores-Austin,HSR,3.2,23089,1260,No,No,Delivery,Buffet,Truffles
Caldwell-Webster,Jayanagar,1.5,139937,1833,No,Yes,Cafe,Desserts,TBC Sky Lounge
"Collins, Smith and Tran",Indiranagar,3.9,65237,2053,No,No,Quick Bites,Delivery,The Fatty Bao
Rodriguez-Michael,MG Road,3.6,43793,734,Yes,No,Cafe,Buffet,Empire
"Brady, Lucero and Thomas",Church Street,3.3,113692,5826,Yes,No,Delivery,Cafes,TBC Sky Lounge
"Fernandez, Carlson and Russell",HSR,4.8,105756,356,Yes,Yes,Quick Bites,Dine-out,Toit
Oneill and Sons,Church Street,3.3,32296,3203,Yes,No,Cafe,Desserts,Nagarjuna
"Flynn, Daniels and Calhoun",Indiranagar,3.6,12582,5622,Yes,Yes,Casual Dining,Delivery,The Fatty Bao
"Barber, Burns and Russo",Marathahalli,2.8,143476,2270,No,Yes,Quick Bites,Delivery,Windmills Craftworks
"Gaines, Salazar and Shaw",Jayanagar,3.8,136405,2411,Yes,No,Casual Dining,Desserts,Nagarjuna
Oliver LLC,Whitefield,2.5,27866,4277,Yes,Yes,Cafe,Desserts,TBC Sky Lounge
Carr-Davis,BTM,4.0,77434,1513,Yes,No,Quick Bites,Buffet,Brew and Barbeque
Williams-Jones,JP Nagar,1.5,23341,1104,No,Yes,Casual Dining,Desserts,The Black Pearl
Curry and Sons,Whitefield,4.7,60607,3941,No,No,Delivery,Delivery,The Black Pearl
Wilson-Patterson,HSR,4.6,76180,3150,No,No,Casual Dining,Delivery,Toit
Edwards-Cochran,Indiranagar,4.5,44708,2892,No,No,Dessert Parlor,Cafes,The Black Pearl
"Gilbert, Jones and Wheeler",BTM,4.4,47948,1132,No,No,Delivery,Cafes,The Fatty Bao
Shaffer-Pennington,Marathahalli,4.3,43730,1126,Yes,Yes,Quick Bites,Delivery,The Fatty Bao
"White, Kaiser and Farrell",Church Street,3.2,149155,5757,No,Yes,Dessert Parlor,Buffet,Brew and Barbeque
"Russell, Munoz and Woods",Church Street,1.6,34260,4157,No,Yes,Delivery,Buffet,Toit
"Ruiz, Romero and Wilson",Whitefield,2.4,82385,301,Yes,No,Dessert Parlor,Desserts,Nagarjuna
"Dunn, Hernandez and Lewis",Whitefield,3.0,65172,4147,No,No,Quick Bites,Desserts,Nagarjuna
Wilson-Rojas,Indiranagar,1.5,41147,4341,No,No,Quick Bites,Delivery,Truffles
Austin-Aguilar,BTM,2.3,72927,612,Yes,No,Delivery,Dine-out,The Black Pearl
Torres Inc,Marathahalli,3.1,117476,921,No,No,Cafe,Delivery,Truffles
"Gutierrez, Webster and Frazier",Indiranagar,1.9,108102,493,Yes,Yes,Dessert Parlor,Desserts,Windmills Craftworks
Scott-Flynn,MG Road,3.5,119602,2992,No,Yes,Quick Bites,Buffet,Brew and Barbeque
"Sanders, Garcia and Thomas",MG Road,4.2,124039,5583,No,No,Casual Dining,Delivery,TBC Sky Lounge
Richardson Inc,Indiranagar,2.7,76551,4686,No,Yes,Casual Dining,Dine-out,Truffles
Weeks LLC,HSR,4.4,107282,1076,No,Yes,Quick Bites,Delivery,The Fatty Bao
Thompson LLC,JP Nagar,3.1,49969,2968,Yes,No,Casual Dining,Desserts,The Black Pearl
Mullins-Jennings,Marathahalli,3.1,132182,1302,No,Yes,Dessert Parlor,Delivery,Empire
Beard-Brown,Jayanagar,4.4,126607,4364,Yes,Yes,Quick Bites,Delivery,The Fatty Bao
Short-Moses,Church Street,3.6,84379,4329,No,No,Dessert Parlor,Dine-out,Windmills Craftworks
"Melton, Burgess and Hill",Jayanagar,4.9,77125,3909,Yes,Yes,Delivery,Desserts,Empire
Parker Inc,Koramangala,4.5,143614,2771,Yes,Yes,Quick Bites,Desserts,Windmills Craftworks
Black-Russell,BTM,4.7,34789,5525,Yes,No,Casual Dining,Cafes,Empire
Golden Inc,Marathahalli,3.5,109449,5723,No,No,Casual Dining,Desserts,The Black Pearl
Smith LLC,Indiranagar,2.8,13920,5690,Yes,Yes,Cafe,Dine-out,Windmills Craftworks
"Hoover, Randolph and Brown",Koramangala,2.0,16271,5857,No,Yes,Dessert Parlor,Delivery,Brew and Barbeque
"Brown, Rodriguez and Hickman",Marathahalli,1.9,147304,2037,No,Yes,Dessert Parlor,Cafes,Toit
Wise-Smith,Jayanagar,2.9,81970,4723,Yes,Yes,Cafe,Dine-out,Nagarjuna
Wade Ltd,Marathahalli,4.4,96411,5020,Yes,Yes,Cafe,Buffet,Biergarten
Mitchell-Martinez,Whitefield,2.2,45569,4409,Yes,No,Casual Dining,Buffet,Windmills Craftworks
"Kelley, Zimmerman and Owen",MG Road,2.4,42196,4984,No,Yes,Cafe,Buffet,Biergarten
Pearson-White,Indiranagar,2.0,84585,5089,Yes,No,Delivery,Desserts,Empire
Wilson-Cox,BTM,1.8,83334,4504,Yes,Yes,Dessert Parlor,Delivery,Empire
Duran-Roth,HSR,3.0,140790,3504,Yes,No,Quick Bites,Dine-out,Brew and Barbeque
Shields Ltd,BTM,2.8,57274,5264,No,Yes,Casual Dining,Cafes,Truffles
"Dixon, Bryant and Gutierrez",JP Nagar,4.7,63927,526,No,No,Casual Dining,Buffet,Windmills Craftworks
Mann-Clay,MG Road,4.0,6486,4434,No,No,Delivery,Delivery,Windmills Craftworks
Khan Group,JP Nagar,2.6,21596,986,Yes,Yes,Casual Dining,Dine-out,TBC Sky Lounge
Fowler and Sons,Jayanagar,4.4,53901,4605,No,Yes,Quick Bites,Delivery,Truffles
Russell LLC,BTM,1.6,19211,644,Yes,No,Dessert Parlor,Delivery,Nagarjuna
Cobb PLC,JP Nagar,4.7,106868,3378,No,No,Delivery,Cafes,Toit
"Miranda, Wilson and Wood",Jayanagar,3.9,140213,248,Yes,Yes,Casual Dining,Cafes,Empire
"Buchanan, Davis and Williams",Whitefield,2.5,79007,5168,Yes,No,Delivery,Buffet,The Fatty Bao
Thomas PLC,Indiranagar,3.2,139855,2001,Yes,No,Dessert Parlor,Cafes,Biergarten
"Gray, Moore and Chung",Koramangala,3.9,97823,291,Yes,Yes,Casual Dining,Delivery,Nagarjuna
Dickson-Davis,Church Street,2.9,143540,897,No,Yes,Cafe,Dine-out,The Fatty Bao
Arnold-Mendoza,MG Road,2.0,48242,2008,No,Yes,Casual Dining,Dine-out,Nagarjuna
Smith and Sons,Indiranagar,4.5,143888,3978,Yes,No,Casual Dining,Cafes,The Black Pearl
"Johnston, Ayala and Banks",JP Nagar,4.0,127724,2910,No,Yes,Quick Bites,Delivery,Windmills Craftworks
Buck PLC,Church Street,1.7,50734,2803,No,No,Cafe,Desserts,Windmills Craftworks
Guzman-Durham,Church Street,2.0,148609,3185,No,No,Quick Bites,Delivery,Brew and Barbeque
Morrow Inc,JP Nagar,4.2,114337,2466,No,Yes,Cafe,Buffet,Truffles
"Russell, Hopkins and Vance",Marathahalli,2.8,80087,4189,Yes,Yes,Dessert Parlor,Delivery,Windmills Craftworks
Hunter PLC,HSR,4.6,51503,2356,Yes,Yes,Casual Dining,Desserts,Toit
"Patton, Mendoza and Stout",Church Street,3.5,55783,500,No,No,Quick Bites,Cafes,The Fatty Bao
May-Ramirez,JP Nagar,4.6,76293,1296,No,Yes,Delivery,Cafes,Empire
Sloan and Sons,Indiranagar,3.8,43484,4411,Yes,No,Quick Bites,Dine-out,Nagarjuna
"Lewis, Brown and Barnes",Church Street,3.8,38335,4160,No,Yes,Quick Bites,Buffet,TBC Sky Lounge
"Snyder, Taylor and Allen",Whitefield,2.4,61356,550,Yes,No,Delivery,Buffet,Truffles
Hunter-Cuevas,Indiranagar,1.6,84963,1045,No,No,Dessert Parlor,Desserts,Nagarjuna
Abbott Group,HSR,2.8,99236,3192,Yes,No,Delivery,Dine-out,Empire
"Price, Lopez and White",Jayanagar,2.7,90458,4188,No,Yes,Dessert Parlor,Dine-out,Truffles
Hall-Osborne,HSR,2.3,134893,5471,No,Yes,Quick Bites,Dine-out,Biergarten
Anderson-Trujillo,BTM,3.6,31029,5615,Yes,No,Cafe,Delivery,Truffles
Allen Group,Marathahalli,3.2,42279,5502,No,Yes,Quick Bites,Delivery,Biergarten
"Silva, Stone and Reyes",Church Street,3.6,35327,5357,Yes,Yes,Casual Dining,Dine-out,Windmills Craftworks
Jones Group,HSR,3.3,106297,5109,Yes,No,Casual Dining,Dine-out,Truffles
Baldwin-Russell,Church Street,5.0,126276,1597,Yes,No,Dessert Parlor,Dine-out,Nagarjuna
Jones-Patel,HSR,3.7,133914,2366,Yes,No,Delivery,Desserts,Nagarjuna
Wiley LLC,Whitefield,2.3,101056,1283,Yes,Yes,Quick Bites,Desserts,Empire
"Butler, Russell and Wiggins",Jayanagar,4.4,25254,1653,No,Yes,Dessert Parlor,Desserts,The Black Pearl
Crawford-Stewart,Whitefield,3.2,34174,5143,Yes,No,Dessert Parlor,Buffet,Brew and Barbeque
"Chung, Watts and Holloway",Indiranagar,3.9,112458,2079,No,No,Cafe,Desserts,Nagarjuna
White Inc,Whitefield,3.0,66730,4108,Yes,Yes,Cafe,Desserts,Empire
"Robinson, Freeman and Logan",Jayanagar,2.4,1443,258,Yes,Yes,Delivery,Dine-out,Brew and Barbeque
Riddle-Thomas,Jayanagar,2.8,40584,3690,No,No,Dessert Parlor,Buffet,Nagarjuna
Jackson PLC,BTM,3.6,104200,1868,No,No,Quick Bites,Cafes,Empire
Ramirez and Sons,MG Road,3.2,80397,4932,No,No,Quick Bites,Delivery,TBC Sky Lounge
Gibson LLC,Marathahalli,4.2,42423,1021,Yes,No,Cafe,Desserts,Nagarjuna
Curtis-Edwards,Indiranagar,2.1,1396,946,Yes,No,Dessert Parlor,Buffet,The Black Pearl
"Russell, Parker and Shaw",Whitefield,2.4,97222,855,Yes,No,Delivery,Desserts,Empire
Newman-Jones,Koramangala,4.0,15073,1635,No,No,Casual Dining,Dine-out,Empire
"Anderson, Gonzalez and Willis",Koramangala,2.2,133847,4425,Yes,Yes,Casual Dining,Cafes,TBC Sky Lounge
Ingram Inc,Indiranagar,4.9,22775,2460,No,No,Delivery,Buffet,Nagarjuna
Owens Group,JP Nagar,3.3,17997,938,No,No,Cafe,Cafes,TBC Sky Lounge
"Thompson, Cox and Anderson",Church Street,4.9,119222,3509,Yes,No,Quick Bites,Buffet,Empire
"Brown, Smith and Taylor",Whitefield,3.5,131912,2610,No,Yes,Dessert Parlor,Cafes,Empire
Walton-Gardner,Church Street,2.4,116079,3289,No,Yes,Cafe,Buffet,Truffles
Gray-Jones,Church Street,4.5,126355,1152,No,Yes,Delivery,Dine-out,TBC Sky Lounge
Hawkins LLC,BTM,2.9,92572,4431,Yes,No,Quick Bites,Cafes,The Black Pearl
Williams-Lee,Jayanagar,3.9,89661,822,Yes,No,Cafe,Cafes,TBC Sky Lounge
Graham-Nelson,Church Street,2.4,49861,4287,Yes,Yes,Quick Bites,Cafes,TBC Sky Lounge
Pugh-Middleton,JP Nagar,2.2,65466,5267,No,Yes,Casual Dining,Delivery,The Black Pearl
Waller-Wilson,Marathahalli,3.6,141954,546,No,No,Dessert Parlor,Cafes,Truffles
"Henry, Henry and Martin",Church Street,4.5,128671,1698,No,No,Quick Bites,Desserts,Biergarten
Lopez and Sons,Indiranagar,3.3,110943,4118,Yes,No,Delivery,Dine-out,Truffles
Meyer-Thompson,Whitefield,3.9,120614,2785,Yes,Yes,Quick Bites,Buffet,Nagarjuna
Maldonado Ltd,Whitefield,2.6,68088,1733,No,Yes,Cafe,Buffet,Nagarjuna
"Davis, Miller and Snyder",BTM,2.8,130759,3672,Yes,No,Cafe,Cafes,The Fatty Bao
Hill and Sons,Koramangala,3.1,149801,1274,Yes,Yes,Cafe,Dine-out,Empire
